acft_type;acft_cat;in_block_hour;off_block_hour;total_time;turnaround _type;turnaround_qualifier;tow_type
B738;C;16;21;276;DD;JG;2
E190;C;16;17;53;DD;JJ;1
A320;C;16;17;64;DD;JJ;1
B737;C;16;17;29;DD;JJ;1
A332;E;16;19;137;II;JJ;1
E190;C;16;17;51;DD;JJ;1
A320;C;16;18;88;DD;JJ;1
A321;C;16;18;88;DD;JJ;1
B738;C;17;18;76;DD;JJ;1
AT72;C;17;17;38;DD;JJ;1
B77W;E;17;19;127;II;JJ;1
B772;E;17;19;121;II;JJ;1
A320;C;17;18;92;II;JJ;1
E190;C;17;18;81;DD;JJ;1
B738;C;17;21;214;II;JJ;1
B738;C;17;18;76;DD;JJ;1
B737;C;17;18;30;DD;JJ;1
E190;C;17;18;30;DD;JJ;1
B738;C;17;20;195;II;JJ;1
A319;C;17;20;172;DD;ZG;1
A320;C;17;19;81;II;JJ;1
A346;E;17;22;303;II;JJ;2
A321;C;17;19;96;DD;JJ;1
AT72;C;17;18;33;DD;JJ;1
E190;C;17;18;47;DD;JJ;1
B738;C;17;19;75;DD;GJ;1
B738;C;17;18;53;ID;JJ;1
B737;C;18;19;72;ID;JJ;1
E190;C;18;19;59;DD;JJ;1
A321;C;18;20;109;DD;JJ;1
A320;C;18;19;89;DD;JJ;1
B738;C;18;19;68;DD;JJ;1
B738;C;18;20;95;ID;JJ;1
A321;C;18;22;228;DD;JJ;1
A321;C;18;19;82;DD;JJ;1
A321;C;18;19;58;DD;JJ;1
A320;C;18;19;55;DD;JJ;1
B738;C;18;19;45;DD;JJ;1
E190;C;18;19;40;DD;JJ;1
B738;C;18;20;82;DD;JJ;1
A320;C;19;19;48;DD;JJ;1
A320;C;19;20;76;II;JJ;1
B737;C;19;19;49;DD;JJ;1
B738;C;19;20;56;DD;JJ;1
AT72;C;19;19;43;DD;JJ;1
A320;C;19;20;81;DD;JJ;1
B738;C;19;20;97;DD;JG;1
B738;C;19;21;139;DD;GJ;2
AT72;C;19;20;34;DD;JJ;1
B738;C;19;20;63;DD;JJ;1
A332;E;19;22;3062;II;JJ;3
A320;C;19;9;813;DD;JJ;1
B77W;E;19;23;240;II;JJ;2
B738;C;19;22;147;DD;JJ;1
B738;C;19;20;39;DD;JJ;1
A320;C;19;23;243;DD;JJ;1
A321;C;19;8;745;DD;JJ;1
B738;C;19;21;75;ID;JJ;1
B737;C;19;20;37;DD;JJ;1
E190;C;19;20;36;DD;JJ;1
A320;C;19;22;150;DD;JG;1
B76W;D;19;22;140;II;JJ;1
B738;C;20;11;904;DD;JJ;2
B738;C;20;22;128;DI;JJ;1
A320;C;20;21;110;ID;JS;1
E190;C;20;20;40;DD;JJ;1
B738;C;20;21;74;DD;JJ;1
A320;C;20;21;50;II;JJ;1
B76W;D;20;8;713;II;JJ;2
B77W;E;20;23;201;II;JJ;1
A320;C;20;22;136;DD;JJ;1
A320;C;20;3;408;DD;JJ;1
B738;C;20;1;318;II;JJ;1
B737;C;20;21;42;DD;JJ;1
A321;C;20;21;71;DD;JJ;1
E190;C;20;21;34;DD;JJ;1
E190;C;20;21;39;DD;JJ;1
A320;C;20;23;153;DD;JJ;1
A321;C;20;23;162;DD;JJ;1
A320;C;20;22;89;DD;JJ;1
A321;C;20;0;207;DD;JJ;1
A320;C;20;5;538;DD;JJ;1
A320;C;20;23;138;DD;JJ;1
B738;C;20;21;58;DD;JJ;1
A320;C;20;22;86;DD;JJ;1
B738;C;20;22;111;DD;JJ;1
AT72;C;21;21;24;DD;JJ;1
A320;C;21;21;50;DD;JJ;1
A321;C;21;22;66;DD;JJ;1
E190;C;21;6;570;DD;JJ;3
A320;C;21;21;38;DD;JJ;1
A320;C;21;22;66;II;JJ;1
A320;C;21;22;84;DD;JJ;1
AT72;C;21;21;39;DD;JJ;1
A320;C;21;22;63;DD;JJ;1
B738;C;21;22;92;DD;JJ;1
B738;C;21;22;82;DD;JJ;1
B738;C;21;23;113;DD;JJ;1
B76W;D;21;22;78;DI;JJ;1
A321;C;21;6;543;DD;JJ;1
B737;C;21;23;86;DD;JJ;1
B738;C;21;23;108;DD;JJ;1
A320;C;21;7;591;II;JJ;1
E190;C;22;23;71;DD;JJ;1
A320;C;22;22;53;DD;JJ;1
B737;C;22;22;33;DD;JJ;1
A320;C;22;9;662;II;JJ;2
A320;C;22;11;817;DD;JJ;3
B738;C;22;23;66;DD;JJ;1
A321;C;22;7;511;DD;JJ;1
B737;C;22;5;419;II;JJ;1
AT72;C;22;22;19;DD;JJ;1
AT72;C;22;8;605;DD;JJ;3
E190;C;22;6;469;DD;JJ;3
B738;C;22;1;157;DI;JJ;1
A318;C;22;5;375;DD;JJ;1
B737;C;22;23;47;DD;JJ;1
B737;C;22;0;90;DD;JJ;1
E190;C;22;5;414;DD;JJ;3
E190;C;22;6;468;DD;JJ;3
B738;C;23;0;106;DD;JJ;1
E190;C;23;6;424;DD;JJ;3
B738;C;23;23;46;DD;JJ;1
B738;C;23;7;499;DD;JJ;2
A320;C;23;7;471;DD;JJ;1
A321;C;23;6;452;DD;JJ;1
A319;C;23;12;805;DD;GJ;2
B788;E;23;1;125;II;JJ;1
B738;C;23;5;385;DD;JJ;1
A320;C;23;6;422;DD;JJ;1
A320;C;23;7;492;DD;JJ;1
E190;C;23;7;471;DD;JJ;2
B737;C;23;5;378;DD;JJ;1
A321;C;23;3;210;DD;JJ;1
A321;C;23;3;235;DD;JJ;1
A320;C;23;8;537;II;JJ;3
B734;C;0;1;98;DD;AA;1
A320;C;0;6;382;DD;JJ;2
B733;C;0;2;143;DD;AA;1
B722;C;0;3;179;DD;MM;1
B734;C;0;4;272;DD;AA;1
B734;C;0;3;199;DD;AA;1
B76W;D;0;4;211;DD;MM;1
B734;C;0;4;249;DD;AA;1
B734;C;0;3;165;DD;AA;1
B738;C;0;3;152;II;JJ;1
E190;C;0;6;360;DD;JJ;1
B738;C;0;8;428;ID;JJ;2
B722;C;1;4;204;DD;MM;1
B734;C;1;2;87;DD;AA;1
B77L;E;1;2;87;II;JJ;1
A320;C;1;5;250;II;JJ;1
AT72;C;1;4;186;DD;FF;1
B77W;E;1;3;100;II;JJ;1
A318;C;1;6;291;DD;JJ;1
B722;C;1;4;169;DD;MM;1
A321;C;2;7;354;DD;JJ;2
B722;C;2;4;95;DD;MM;1
A321;C;3;11;482;DD;JJ;2
B738;C;3;5;109;II;JJ;1
A320;C;3;7;192;II;GJ;1
B77W;E;4;7;186;II;JJ;1
A343;E;4;23;1137;II;JJ;3
A332;E;4;5;63;II;JJ;1
B748;F;4;18;803;II;JJ;3
B77W;E;4;10;355;II;JJ;2
B738;C;4;6;103;DD;JJ;1
B772;E;5;15;600;II;JJ;3
B77W;E;5;23;1128;II;JJ;3
A321;C;5;7;135;DD;JJ;1
B76W;D;5;9;253;ID;JJ;1
B738;C;5;7;106;ID;JJ;1
B734;C;5;6;44;DD;AA;1
A332;E;5;15;622;II;JJ;3
B77W;E;5;23;1119;II;JJ;3
B738;C;5;6;95;DD;JJ;1
B738;C;5;6;35;DD;JJ;1
A332;E;5;23;1088;II;JJ;3
B763;D;5;15;609;II;JJ;3
B738;C;5;6;81;DD;JJ;1
A332;E;5;14;538;II;JJ;3
B738;C;5;9;221;ID;JJ;1
B77W;E;5;15;598;II;JJ;3
B738;C;5;6;56;DD;JJ;1
B744;E;5;16;630;II;JJ;3
A346;E;5;15;550;II;JJ;3
A332;E;6;8;143;II;JJ;1
B76W;D;6;10;270;II;JJ;1
A321;C;6;9;215;DD;JJ;1
A332;E;6;8;153;II;JJ;1
A320;C;6;8;121;DD;JJ;1
B738;C;6;12;370;II;JJ;3
A320;C;6;9;159;DD;JJ;1
A320;C;6;8;96;DI;SJ;1
A321;C;6;8;121;DD;JJ;1
A321;C;6;8;108;DD;JJ;1
B738;C;6;7;35;DD;JJ;1
B77W;E;6;22;931;II;JJ;3
A343;E;6;18;718;II;JJ;3
B737;C;6;7;70;DD;JJ;1
B737;C;6;7;67;DD;JJ;1
A320;C;6;8;95;DD;JJ;1
B77W;E;6;11;257;II;JJ;1
A320;C;6;9;138;DD;JJ;1
A320;C;6;7;55;DD;JJ;1
A320;C;6;9;140;DD;JJ;1
B738;C;7;7;56;DD;JJ;1
B738;C;7;8;63;DD;JJ;1
A320;C;7;8;95;DD;JJ;1
AT72;C;7;7;35;DD;JJ;1
A320;C;7;9;115;DD;JJ;1
A320;C;7;8;49;DD;JJ;1
B738;C;7;8;76;DD;JJ;1
B737;C;7;8;54;DD;JJ;1
A319;C;7;8;79;DD;JJ;1
A321;C;7;10;199;DD;JJ;2
B738;C;7;8;58;DD;GJ;1
AT72;C;7;8;35;DD;JJ;1
A320;C;7;8;44;DD;JJ;1
A321;C;7;9;101;DD;JJ;1
B738;C;7;8;49;DI;JJ;1
E190;C;7;8;31;DD;JJ;1
E190;C;8;8;44;DD;JJ;1
B76W;D;8;8;48;II;FF;1
E190;C;8;9;50;DD;JJ;1
B738;C;8;9;60;DD;JJ;1
A320;C;8;11;172;II;JJ;1
B76W;D;8;21;810;II;JJ;3
B738;C;8;9;41;DD;JJ;1
A320;C;8;9;36;DD;SJ;1
AT72;C;8;9;31;DD;JJ;1
B738;C;8;10;106;DI;JJ;1
A320;C;8;15;382;DD;JJ;1
B737;C;8;9;43;DD;JJ;1
B738;C;8;9;45;DD;JJ;1
B76W;D;8;10;119;II;JJ;1
B737;C;8;9;64;DD;JJ;1
A321;C;8;10;113;DD;JJ;1
B738;C;8;10;70;DD;JJ;1
E190;C;9;9;20;DD;JJ;1
B737;C;9;9;38;DD;JJ;1
A320;C;9;10;70;DD;JJ;1
E190;C;9;9;37;DD;JJ;1
E190;C;9;9;36;DD;JJ;1
B738;C;9;10;78;DI;JJ;1
B738;C;9;11;114;II;JJ;1
B737;C;9;10;67;DD;JJ;1
B738;C;9;11;88;DD;JJ;1
B738;C;9;10;53;DD;JJ;1
B738;C;9;10;72;DD;JJ;1
B738;C;9;10;80;II;JJ;1
A320;C;9;14;307;II;JJ;1
B737;C;9;10;50;II;JJ;1
B738;C;9;10;58;DD;JJ;1
B77W;E;9;23;807;II;JJ;3
E190;C;9;10;36;DD;JJ;1
A321;C;9;12;150;DD;JJ;1
A320;C;10;11;64;DD;JJ;1
B738;C;10;11;57;DD;JJ;1
A320;C;10;11;70;DD;JJ;1
A321;C;10;13;179;DD;JJ;1
A320;C;10;11;82;DD;JJ;1
B738;C;10;11;59;DD;JJ;1
E190;C;10;10;35;DD;JJ;1
B738;C;10;11;62;DI;JJ;1
A321;C;10;12;121;DD;JJ;1
A320;C;10;11;79;II;JJ;1
AT72;C;10;11;26;DD;JJ;1
A320;C;10;11;69;DD;JS;1
B738;C;10;11;37;DD;JG;1
B738;C;10;12;66;DD;JJ;1
A320;C;11;13;135;II;JJ;1
A320;C;11;13;120;DD;JJ;1
B737;C;11;11;37;DD;JJ;1
A320;C;11;13;109;DD;JJ;1
E190;C;11;12;55;DD;JJ;1
B737;C;11;12;58;DI;JJ;1
E190;C;11;12;76;DD;JJ;1
A320;C;11;12;43;DD;JJ;1
A319;C;11;16;281;DD;JJ;1
B738;C;11;12;80;DD;JJ;1
A320;C;11;12;58;DD;JJ;1
B772;E;11;22;643;II;JJ;3
B738;C;11;12;50;II;JJ;1
A321;C;11;13;89;DD;JJ;1
A320;C;11;13;129;DD;JJ;1
AT72;C;11;12;46;DD;JJ;1
A320;C;11;14;193;DD;JJ;1
A320;C;11;12;76;DD;JJ;1
A318;C;11;13;126;DD;JS;1
E190;C;11;13;88;DD;JJ;1
B737;C;11;12;50;DD;JJ;1
A321;C;11;15;197;DD;JJ;2
E190;C;11;12;28;DD;JJ;1
A320;C;12;15;203;DD;JJ;1
AT72;C;12;12;27;DD;JJ;1
B738;C;12;13;78;DD;JJ;1
B772;E;12;22;646;II;JJ;3
B738;C;12;12;42;DD;JJ;1
B788;E;12;16;243;II;JJ;1
A320;C;12;13;60;DD;JJ;1
A321;C;12;16;261;DD;JJ;2
B738;C;12;14;119;DD;JJ;1
A320;C;12;13;81;DD;JJ;1
E190;C;12;16;249;DD;JJ;1
A320;C;12;13;54;DD;JJ;1
E190;C;12;13;73;II;JJ;1
B738;C;12;13;76;DD;JJ;1
B737;C;12;13;71;DD;JJ;1
B738;C;12;13;38;DI;JJ;1
B738;C;12;14;100;DD;JJ;1
AT72;C;12;13;72;DD;JJ;1
E190;C;12;13;50;DD;JJ;1
B737;C;12;13;44;DD;JJ;1
A320;C;12;15;152;DD;JJ;1
E190;C;12;13;55;DD;JJ;1
F100;C;12;14;90;DD;JJ;1
A320;C;12;15;166;DD;JJ;1
B738;C;13;14;101;DD;JJ;1
A320;C;13;14;70;DD;JJ;1
A320;C;13;14;50;DD;JJ;1
A320;C;13;15;112;DD;JS;1
A319;C;13;17;260;II;JJ;1
B738;C;13;15;110;DD;JJ;1
B738;C;13;14;70;DD;JJ;1
E190;C;13;14;69;DD;JJ;1
B738;C;13;14;50;DD;JJ;1
A320;C;13;16;175;DD;JJ;1
A320;C;13;15;152;DD;JJ;1
E190;C;13;14;33;DD;JJ;1
A320;C;13;18;285;II;JJ;1
A321;C;13;17;242;DD;JJ;2
E190;C;13;14;64;DD;JJ;1
B737;C;13;14;46;DD;JJ;1
A320;C;13;17;203;DD;JJ;1
A320;C;13;15;105;DD;JJ;1
B738;C;13;15;86;DD;JG;1
AT72;C;13;14;51;DD;JJ;1
B738;C;13;15;76;DD;JJ;1
A320;C;14;17;183;DD;JJ;2
E190;C;14;15;57;DD;JJ;1
A321;C;14;16;116;DD;JJ;1
A318;C;14;14;48;DD;JJ;1
B738;C;14;14;42;DD;JJ;1
B737;C;14;15;67;DD;JJ;1
E190;C;14;15;46;DD;JJ;1
B737;C;14;15;77;II;JJ;1
A320;C;14;16;94;DD;JJ;1
B738;C;14;15;75;DD;JJ;1
E190;C;14;15;45;DD;JJ;1
B738;C;14;15;56;DD;JJ;1
A320;C;14;16;117;DD;JJ;1
A320;C;14;17;160;II;JJ;1
A320;C;14;17;143;DD;JJ;1
B737;C;14;16;89;DD;JJ;1
B738;C;14;16;62;DD;JJ;1
A332;E;14;20;335;DI;FA;1
B738;C;15;16;84;DD;JJ;1
B737;C;15;16;59;DD;JJ;1
B738;C;15;17;132;DD;JJ;1
B738;C;15;15;39;ID;JJ;1
AT72;C;15;15;29;DD;JJ;1
B738;C;15;16;47;DD;JJ;1
B77W;E;15;22;408;II;JJ;3
A321;C;15;19;215;DD;JJ;2
B738;C;15;18;156;DD;JJ;1
E190;C;15;16;30;DD;JJ;1
A320;C;15;16;52;DD;JJ;1
B738;C;15;17;80;DD;JJ;1
A321;C;15;19;202;DD;JJ;1
A320;C;16;17;101;DD;JJ;1
B737;C;16;16;50;DD;JJ;1
B77L;E;16;17;100;II;JJ;1
B773;E;16;0;474;II;JJ;3
B738;C;16;17;70;DD;JJ;1
A320;C;16;17;48;DD;JJ;1
B738;C;16;17;36;ID;JJ;1
A320;C;16;17;58;DD;JJ;1
A332;E;16;18;107;II;JJ;1
B77W;E;16;18;110;II;JJ;1
A320;C;16;17;63;DD;JJ;1
B737;C;16;17;46;DD;JJ;1
A320;C;16;17;68;DD;JJ;1
E190;C;16;17;42;DD;JJ;1
A321;C;16;18;81;DD;JJ;1
B772;E;16;19;137;II;JJ;1
B737;C;16;18;74;DD;JJ;1
B737;C;16;17;41;DD;JG;1
B77W;E;17;19;130;II;JJ;1
A320;C;17;17;48;DD;JJ;1
AT72;C;17;17;42;DD;JJ;1
E190;C;17;17;46;DD;JJ;1
A320;C;17;18;101;II;JJ;1
B737;C;17;18;47;DD;JJ;1
B738;C;17;18;59;II;JJ;1
E190;C;17;18;73;DD;JJ;1
B738;C;17;18;77;DD;JJ;1
AT72;C;17;18;40;DD;JJ;1
E190;C;17;18;52;DD;JJ;1
A320;C;17;8;863;II;JJ;3
A321;C;17;22;280;DD;JJ;1
B738;C;17;19;74;ID;JJ;1
E190;C;17;18;40;DD;JJ;1
B738;C;17;19;88;ID;JJ;1
E190;C;18;18;52;DD;JJ;1
B738;C;18;18;44;DD;JJ;1
E190;C;18;18;37;DD;JJ;1
A321;C;18;22;236;DD;JJ;2
A320;C;18;19;58;DD;JJ;1
A318;C;18;19;49;DD;JJ;1
A321;C;18;19;90;DD;JJ;1
A320;C;18;20;102;DD;JJ;1
A321;C;18;19;79;DD;JJ;1
A320;C;18;19;66;DD;JJ;1
A320;C;18;19;70;DD;JJ;1
B738;C;18;19;55;DD;JJ;1
A319;C;18;19;57;DD;JJ;1
B737;C;18;19;45;ID;JJ;1
B738;C;18;19;46;DD;GJ;1
B738;C;18;20;70;DD;JJ;1
B738;C;18;20;76;DD;JJ;1
B738;C;18;19;50;DD;JG;1
B738;C;18;19;52;ID;JJ;1
A321;C;18;20;65;DD;JJ;1
E190;C;19;19;32;DD;JJ;1
B738;C;19;20;112;DI;JJ;1
B738;C;19;20;78;DD;JJ;1
B738;C;19;20;103;II;JJ;1
B77W;E;19;22;214;II;JJ;1
A320;C;19;20;67;II;JJ;1
A320;C;19;20;77;DD;JJ;1
AT72;C;19;19;35;DD;JJ;1
AT72;C;19;19;43;DD;JJ;1
B738;C;19;21;112;DD;JG;1
B738;C;19;20;78;DD;JJ;1
B737;C;19;19;4;DD;JJ;1
B738;C;19;20;59;DD;JJ;1
E190;C;19;20;48;DD;JJ;1
B738;C;19;20;47;DD;JJ;1
B738;C;19;20;57;DD;JJ;1
B76W;D;19;22;191;II;JJ;1
A321;C;19;22;169;DD;JJ;1
A321;C;19;0;253;DD;JJ;1
A332;E;19;22;162;II;JG;1
A320;C;19;23;195;DD;JJ;1
B738;C;20;22;135;DI;JJ;1
A320;C;20;21;61;II;JJ;1
A320;C;20;23;180;DD;JJ;1
B738;C;20;21;76;DD;JJ;1
A320;C;20;22;139;II;JJ;1
B76W;D;20;9;777;II;JJ;1
A320;C;20;22;142;DD;JJ;1
A321;C;20;21;91;DD;JJ;1
E190;C;20;20;24;DD;JJ;1
A320;C;20;23;172;DD;JJ;1
B737;C;20;21;36;DD;JJ;1
B738;C;20;1;313;II;JJ;1
E190;C;20;11;2323;DD;JJ;3
A320;C;20;22;121;DD;JJ;1
B77W;E;20;23;151;II;JJ;1
E190;C;20;21;47;DD;JJ;1
B737;C;20;21;34;DD;JJ;1
A320;C;20;22;68;DD;JJ;1
A320;C;20;21;61;DD;JG;1
B738;C;20;21;50;DD;JJ;1
E190;C;20;21;29;DD;JJ;1
A332;E;20;22;89;II;JJ;1
B738;C;21;22;101;DD;JJ;1
A321;C;21;22;110;DD;JJ;1
AT72;C;21;21;22;DD;JJ;1
A320;C;21;23;129;DD;JJ;1
B763;D;21;22;97;II;JJ;1
A320;C;21;7;613;DD;JJ;1
A320;C;21;22;77;DD;JJ;1
A320;C;21;22;94;DD;JJ;1
A320;C;21;5;503;DD;JJ;2
B76W;D;21;0;167;DI;JJ;1
A320;C;21;22;58;II;JJ;1
A332;E;21;22;81;II;GJ;1
A320;C;21;22;63;DD;JJ;1
B738;C;21;22;40;DD;JJ;1
A321;C;21;23;119;DD;JJ;1
A321;C;21;8;673;DD;JJ;1
E190;C;21;23;100;DD;JJ;1
B738;C;21;1;229;DI;JJ;1
A321;C;21;3;336;DD;JJ;2
AT72;C;21;22;17;DD;JJ;1
A320;C;21;7;599;II;JJ;2
B737;C;21;6;499;DD;JJ;1
B738;C;21;23;78;DD;JJ;1
A320;C;22;3;344;II;JJ;2
B737;C;22;22;28;DD;JJ;1
A320;C;22;23;53;DD;JJ;1
B738;C;22;23;48;DD;JJ;1
AT72;C;22;22;27;DD;JJ;1
B738;C;22;23;57;DD;JJ;1
E190;C;22;0;94;DD;JJ;1
B738;C;22;23;66;DD;JJ;1
A321;C;22;6;489;DD;JJ;1
AT72;C;22;8;593;DD;JJ;3
B737;C;22;7;549;II;JJ;3
E190;C;22;6;466;DD;JJ;3
E190;C;22;8;570;DD;JJ;3
A319;C;22;0;67;DD;JJ;1
B738;C;23;23;47;DD;GJ;1
B738;C;23;23;37;DD;JJ;1
A321;C;23;3;241;DD;JJ;1
B738;C;23;23;47;DD;JJ;1
A320;C;23;23;45;DD;JJ;1
A320;C;23;23;42;DD;JJ;1
B737;C;23;0;64;DD;JJ;1
B738;C;23;6;427;DD;JJ;1
B738;C;23;5;385;DD;JJ;1
A320;C;23;6;401;DD;JJ;1
A320;C;23;9;565;DD;JJ;1
A320;C;23;7;457;II;JJ;1
A319;C;23;1;96;II;JJ;1
A319;C;23;5;318;DD;YJ;1
A320;C;0;6;380;DD;JJ;1
B722;C;0;4;260;DD;MM;1
B733;C;0;2;141;DD;AA;1
E190;C;0;0;28;DD;JJ;1
B734;C;0;4;266;DD;AA;1
B734;C;0;2;135;DD;AA;1
E190;C;0;6;352;DD;SJ;2
B76W;D;0;4;218;DD;MM;1
B738;C;0;5;268;II;JJ;1
B734;C;0;4;201;DD;AA;1
A320;C;0;7;367;DD;JJ;1
B734;C;0;3;158;DD;AA;1
B734;C;0;2;68;DD;AA;1
A320;C;0;5;262;II;JJ;1
B738;C;1;6;337;ID;JJ;2
B722;C;1;4;194;DD;MM;1
E190;C;1;6;305;DD;JJ;1
AT72;C;1;4;180;DD;FF;1
B722;C;1;4;198;DD;MM;1
B734;C;1;4;224;DD;AA;1
E190;C;1;2;43;II;JJ;1
B77W;E;1;3;100;II;JJ;1
B77L;E;1;2;81;II;JJ;1
A321;C;2;6;271;DD;JJ;1
A321;C;2;6;233;DD;JJ;1
B722;C;3;4;88;DD;MM;1
B76W;D;4;7;227;II;JJ;1
A320;C;4;7;182;DD;JJ;2
B77W;E;4;10;401;II;JJ;3
B748;F;4;18;815;II;JJ;3
A320;C;4;8;233;II;JJ;2
B77W;E;4;22;1047;II;JJ;3
B772;E;4;14;605;II;JJ;3
B738;C;4;6;101;DD;JJ;1
B738;C;4;5;54;ID;JJ;1
A332;E;4;8;223;II;JJ;2
A318;C;5;8;224;DD;JJ;1
B77W;E;5;23;1115;II;JJ;3
A332;E;5;5;51;II;JJ;1
B76W;D;5;21;995;II;JJ;3
A321;C;5;9;285;DD;JJ;1
B738;C;5;6;66;DD;JJ;1
B744;E;5;16;657;II;JJ;3
A332;E;5;14;526;II;JJ;3
E190;C;5;6;89;DD;JJ;1
A346;E;5;16;670;II;JJ;3
A343;E;5;15;607;II;JJ;3
B77W;E;5;7;119;II;JJ;1
B76W;D;5;14;554;II;JJ;3
B738;C;5;6;75;DD;JJ;1
B737;C;5;7;129;DD;JJ;1
A332;E;5;8;162;II;JJ;1
B77W;E;5;15;596;II;JJ;3
B734;C;5;6;34;DD;AA;1
B76W;D;5;7;67;DD;FF;1
A346;E;5;15;548;II;JJ;3
A320;C;5;8;136;DD;JJ;1
E190;C;5;6;58;DD;JJ;1
B738;C;5;12;376;II;JJ;2
B738;C;6;9;180;DD;JJ;2
A320;C;6;9;213;DD;JJ;1
B76W;D;6;22;995;II;JJ;3
A321;C;6;9;219;DD;JJ;2
B77W;E;6;22;988;II;JJ;3
A321;C;6;8;115;DD;JJ;1
A321;C;6;8;134;DD;JJ;1
A332;E;6;11;305;II;JJ;1
A321;C;6;9;197;DD;JJ;1
B738;C;6;7;46;DD;JJ;1
B738;C;6;8;103;II;JJ;1
B738;C;6;8;89;DD;JJ;1
B76W;D;6;9;176;ID;JJ;1
A320;C;6;7;49;DD;JJ;1
A320;C;6;9;159;DD;JJ;1
A320;C;6;8;87;DD;JJ;1
B737;C;6;7;64;DD;JJ;1
B738;C;6;7;61;DD;JJ;1
B738;C;6;7;60;DD;JJ;1
A320;C;7;8;94;DD;JJ;1
A320;C;7;8;68;DD;JJ;1
AT72;C;7;7;35;DD;JJ;1
B77W;E;7;11;232;II;JJ;1
A319;C;7;9;125;DD;JJ;1
A320;C;7;9;105;DD;JJ;1
B738;C;7;8;59;DD;GJ;1
AT72;C;7;8;44;DD;JJ;1
A321;C;7;8;69;DD;JJ;1
B737;C;7;8;74;DD;JJ;1
A320;C;7;8;54;DD;JJ;1
B738;C;7;8;56;DD;JJ;1
A321;C;7;10;1627;DD;JJ;2
E190;C;7;8;40;DD;JJ;1
E190;C;8;8;41;DD;JJ;1
E190;C;8;9;55;DD;JJ;1
A320;C;8;8;40;DD;JJ;1
B737;C;8;9;82;DD;JJ;1
A320;C;8;9;68;II;JJ;1
B76W;D;8;9;87;II;FF;1
A320;C;8;20;718;II;JJ;2
A343;E;8;18;602;II;JJ;3
B738;C;8;9;56;DD;JJ;1
B77W;E;8;23;909;II;JJ;3
A320;C;8;9;47;DD;JJ;1
B737;C;8;9;56;DD;JJ;1
AT72;C;8;9;25;DD;JJ;1
B738;C;8;9;50;DD;JJ;1
B737;C;8;10;69;DD;JJ;1
B763;D;8;20;717;II;JJ;3
B738;C;8;10;81;DD;JJ;1
B76W;D;8;0;913;II;JJ;3
A320;C;9;10;116;II;JJ;1
A320;C;9;9;38;DD;JJ;1
B738;C;9;10;72;DD;JJ;1
A321;C;9;10;71;DD;JJ;1
E190;C;9;10;43;DD;JJ;1
B738;C;9;11;134;II;JJ;1
E190;C;9;9;33;DD;JJ;1
A320;C;9;11;95;II;JJ;1
E190;C;9;10;44;DD;JJ;1
B738;C;9;10;58;DI;JJ;1
A321;C;9;12;161;DD;JJ;1
B738;C;9;10;42;DI;JJ;1
B738;C;9;10;54;DD;JJ;1
B738;C;9;10;69;DD;JJ;1
B738;C;9;11;105;II;JJ;1
E190;C;9;10;38;DD;JJ;1
B738;C;9;10;57;DD;JJ;1
A321;C;9;10;53;DD;JJ;1
B738;C;10;11;80;DD;JJ;1
B738;C;10;11;73;DD;GJ;1
A320;C;10;11;54;DD;JJ;1
B738;C;10;11;92;DI;JJ;1
B738;C;10;12;120;DI;JJ;1
A320;C;10;10;41;DD;JJ;1
A321;C;10;11;54;DD;JJ;1
E190;C;10;11;39;DD;JJ;1
A321;C;10;11;75;DD;JJ;1
A320;C;10;11;72;DD;JJ;1
A332;E;10;12;128;II;JJ;1
B772;E;10;22;709;II;JJ;3
E190;C;10;11;46;DD;JJ;1
B738;C;10;12;90;DD;JJ;1
AT72;C;10;11;33;DD;JJ;1
B738;C;10;12;112;DD;JJ;1
E190;C;10;11;47;DD;JJ;1
B738;C;10;15;265;DD;JJ;1
B738;C;10;12;78;DD;JJ;1
A321;C;10;12;89;DD;JJ;1
A320;C;10;12;112;II;JJ;1
B737;C;11;11;45;DI;JG;1
A321;C;11;13;122;DD;JJ;1
B738;C;11;20;574;DI;JJ;3
A320;C;11;12;59;DD;JJ;1
B772;E;11;23;737;II;JJ;3
B738;C;11;15;267;DD;GJ;1
E190;C;11;15;257;DD;JJ;1
A320;C;11;12;89;DD;JJ;1
B737;C;11;13;98;DI;JJ;1
B738;C;11;16;297;II;JJ;1
AT72;C;11;12;37;DD;JJ;1
A321;C;11;13;99;DD;JJ;1
A320;C;11;8;1280;DD;JJ;1
A319;C;11;12;46;DD;JJ;1
A320;C;11;13;80;DD;JJ;1
B738;C;11;12;66;DD;JJ;1
E190;C;11;13;116;DD;JJ;1
AT72;C;11;12;28;DD;JJ;1
B738;C;12;16;293;DD;JJ;1
A320;C;12;13;93;DD;JJ;1
B788;E;12;20;484;II;JJ;1
A320;C;12;13;59;DD;JJ;1
A320;C;12;13;63;DD;JJ;1
A321;C;12;16;238;DD;JJ;1
A320;C;12;13;78;DD;SJ;1
B737;C;12;13;59;DD;JJ;1
A320;C;12;13;49;DD;JJ;1
A320;C;12;14;105;DD;JJ;1
B738;C;12;14;98;DD;JJ;1
B738;C;12;14;85;DD;JG;1
A320;C;12;16;209;DD;JJ;1
A320;C;12;16;241;DD;JJ;1
B738;C;12;13;59;DD;JJ;1
E190;C;12;14;104;DD;JJ;1
A320;C;12;15;168;DD;JJ;1
